project;ID.num.QN;ID.num.Stoikos;ID.analysis;species;site;UTMx;UTMy;elevation;lat;long;habitat.red;expo;leaf_length;leaf_length_cv;leaf_width;leaf_width_cv;leaf_area;leaf_area_cv;leaf_form;leaf_form_cv;cell_length;cell_length_cv;cell_width;cell_width_cv;cell_wall;cell_wall_cv;cell_area;cell_area_cv;wac;wac_cv;mma;mma_cv;shoot.len;pleuro;mono;spo.freq;spo.dia;Zn;Pb;Ni;As;Co;Cd;B;Hg;Cr;Cu;Mn;Mg;S;Ca;P;Fe;Na;K;Al;N;C;d15N;d13C;annual_mean_temp;temp_seasonality;annual_precipitation;precip_driest_month;precip_seasonality
QN;194;NA;LeuSci-04;Leucodon sciuroides;E-POB-01;340131;4580217;1020.03;41.35759586;1.088773795;T;O;1545.166667;0.01457368;545.0833333;0.04074641;1261020.186;0.035388396;2.840545093;0.021902233;31.1860566;0.181968867;5.791886792;0.149042992;1.937811321;0.297845821;143.7108332;0.279960166;1.980568012;0.199711976;0.0577;0.312372597;50;1;0;1;23;16.65099855;2.844019232;2.331890919;0.402874273;0.676009373;0.116082418;11.75505188;0.071697964;27.31351;6.828378;146.810116;1311.048481;935.487718;6947.874114;1068.64108;1338.361991;180.952004;3154.710408;1642.22479;11.08367;409.1952124;-7.189812321;-28.02989647;10.83749962;619.0062866;699;30;24.3000145
QN;10;NA;LewAff-01;Lewinskya affinis;E-MOI-01;429310;4629429;808.58;41.81358362;2.148920739;T;O;2891;0.648155601;800.75;0.632208131;1745416.667;1.24452818;3.619734538;0.31486452;13.95426667;0.261948;7.879851852;0.148699177;2.484518519;0.260335353;84.16081026;0.201976795;1.784388996;0.205186816;0.0852;0.166811724;25;0;1;4;20;89.17595998;21.45336761;25.31665347;2.87724591;3.829069962;0.20840592;25.35709044;0.108868764;569.22811;30.176481;192.853239;4995.521006;1480.615192;42987.60916;1598.815565;12491.91305;292.390395;5045.289584;10460.73297;15.152173;331.36275;-3.805774312;-26.49097773;11.4958334;589.7474976;798;43;23.80868912
QN;146;NA;LewAff-05;Lewinskya affinis;E-CRR-03;455420;4606410;281.6;41.60815668;2.464979449;T;O;3229.916667;0.648155601;869.75;0.632208131;2278843.207;1.24452818;3.791007823;0.31486452;13.95426667;0.261948;7.879851852;0.148699177;2.484518519;0.260335353;84.16081026;0.201976795;1.548571429;0.205186816;0.1086;0.166811724;25;0;1;4;20;29.25140941;5.830974021;5.908205465;0.733698718;1.591519399;0.074473178;17.37155836;0.088264507;165.495951;11.033063;179.287281;2548.637651;1202.603913;8972.638831;1740.465755;4821.448717;121.363698;5080.725708;4178.772773;13.22334;386.9349076;-5.992420824;-29.32436747;14.04583359;558.7504883;772;35;24.21283531
QN;283;NA;LewAff-06;Lewinskya affinis;E-GTX-38;455937;4663207;492.13;42.11973;2.4669518;T;O;2715.833333;0.648155601;824.4166667;0.632208131;1689027.903;1.24452818;3.337601176;0.31486452;13.95426667;0.261948;7.879851852;0.148699177;2.484518519;0.260335353;84.16081026;0.201976795;2.441724942;0.205186816;0.0803;0.166811724;25;0;1;4;20;85.55745204;5.553465122;4.562919786;0.763601563;1.539553121;0.25109458;43.00461909;0.082430054;65.76561119;17.52166903;81.11759579;3133.649341;1987.283867;12168.62552;3022.38284;3570.085867;115.456933;5840.114421;4214.112111;NA;NA;NA;NA;12.36250019;567.8793335;756;41;21.32007217
QN;78;NA;LewRup-01;Lewinskya rupestris;R-MTY-25;450711;4630463;1157.66;41.82451631;2.406477989;T;O;3174;0.13603036;922.0833333;0.040385398;1886000;0.25332073;3.479763035;0.099011111;9.261566038;0.208016254;7.274566038;0.165624788;1.876622642;0.219165809;51.99158951;0.194397119;1.683680322;0.060216365;0.1258;0.207183808;40;0;1;4;17;41.44963736;7.036986543;5.38580174;1.054683487;1.936468041;0.259348398;17.27548498;0.086449466;152.72739;11.526595;360.206109;3172.695407;1386.073107;9595.89074;2175.644898;6754.584953;167.135635;4720.140851;8345.25513;18.021399;368.5319416;-5.687115821;-26.82858736;9.858333588;579.6975708;897;49;19.1894455
QN;236;NA;LewRup-03;Lewinskya rupestris;R-MTY-36;448760;4629738;1390.21;41.81786;2.3830487;T;O;2398.916667;0.13603036;946.6666667;0.040385398;1252396.661;0.25332073;3.082662499;0.099011111;9.261566038;0.208016254;7.274566038;0.165624788;1.876622642;0.219165809;51.99158951;0.194397119;1.873345936;0.060216365;0.0958;0.207183808;40;0;1;4;17;98.89574738;63.47247676;11.03854073;1.658730736;3.910856777;0.905708624;17.94760537;0.104104439;128.395475;20.914582;235.970063;2793.469127;1655.260588;8737.832622;2335.409593;4594.47593;163.096955;4712.460961;5236.453307;20;394;-4.78;-27.32;8.975000381;586.8269653;943;48;20.52482224
QN;252;NA;LewRup-04;Lewinskya rupestris;R-PLL-11;355633;4718057;1023.29;42.60143;1.240163;T;P;2349.916667;0.13603036;684.25;0.040385398;999484.359;0.25332073;3.471371904;0.099011111;9.261566038;0.208016254;7.274566038;0.165624788;1.876622642;0.219165809;51.99158951;0.194397119;1.663076002;0.060216365;0.1308;0.207183808;40;0;1;4;17;15.66634925;2.182060816;4.4523927;0.737946133;1.045129452;0.049431798;25.60920242;0.045900956;77.67854;6.729786;52.962641;2319.763683;932.142484;10476.01042;2058.48132;2273.862727;127.110339;4530.071241;2556.330147;12;417;-3.58;-26.76;9.100000381;606.1203003;949;62;15.64577961
QN;1;NA;NecCri-01;Exsertotheca crispa;E-RIP-01;441124;4678384;981.13;42.25543403;2.286228614;T;O;2820.916667;0.156943217;1186.583333;0.17427264;2622083.333;0.239797735;2.391273662;0.063325828;51.81019737;0.162382724;7.703881579;0.114233332;1.761394737;0.189046851;311.9293023;0.169456812;1.533444816;0.227823988;0.0736;0.124130125;200;1;0;2;27;24.99756534;3.204490335;4.338289195;0.323942531;0.670116413;0.095277215;3.56971966;0.095277215;98.453122;10.165824;114.332658;1229.076075;809.856329;5621.355692;933.716708;1530.787256;158.795359;5443.504891;1508.555906;9.910476;437.19939;-6.244300232;-29.2098509;10.32916641;573.5077515;850;50;20.61276627
QN;39;NA;NecCri-03;Exsertotheca crispa;E-BRA-04;448087;4661433;1090.71;42.10327026;2.372149921;T;O;2697.75;0.156943217;1139.666667;0.17427264;2302000;0.239797735;2.388869555;0.063325828;51.81019737;0.162382724;7.703881579;0.114233332;1.761394737;0.189046851;311.9293023;0.169456812;2.326086957;0.227823988;0.0457;0.124130125;200;1;0;2;27;29.57344284;2.95704529;3.151391037;0.370751887;0.493339204;0.047838953;24.47859433;0.083718168;29.899346;16.110288;47.838953;1363.410164;1219.893305;9965.451924;1459.08807;1453.108201;158.466532;3468.324102;1671.373425;21.086214;440.365015;-3.349114017;-28.79554642;9.904166222;571.7654419;885;52;19.39589691
QN;113;NA;NecCri-04;Exsertotheca crispa;T-GAR-04;403478;4576800;354.59;41.33690848;1.846431868;T;O;3396.416667;0.156943217;1326;0.17427264;3467250;0.239797735;2.583504991;0.063325828;51.81019737;0.162382724;7.703881579;0.114233332;1.761394737;0.189046851;311.9293023;0.169456812;1.914310954;0.227823988;0.067;0.124130125;200;1;0;2;27;13.53397923;1.745928787;1.415536013;0.481949092;0.560758378;0.051529148;23.80949761;0.036373516;45.466896;6.062253;42.435769;1263.979695;633.505411;14776.74104;321.299395;1703.493018;106.089423;2579.488538;2173.317605;10.276661;397.3507599;-6.963965406;-29.15003732;14.38749981;556.1847534;650;26;28.1121769
QN;119;NA;NogGra-01;Nogopterium gracile;R-EMP-07;513633;4685685;603.59;42.32329002;3.165454823;T;O;916.75;0.115668569;654.75;0.038948894;446166.6667;0.043553801;1.443102833;0.14209306;20.96957143;0.15309265;6.435622449;0.141557657;2.256122449;0.308361951;106.8608052;0.245522046;1.930526316;0.129531986;0.1424;0.173429078;40;1;0;1;30;25.42241995;5.898479915;6.396902892;0.934187065;1.896855443;0.336079493;16.69859379;0.071203282;113.925252;11.392525;88.29207;2304.138219;1048.112317;10221.94322;1219.000195;4001.624472;142.406565;4309.222652;3295.28791;12.683535;391.2953714;-5.258453791;-25.46464855;13.32499981;571.6304321;684;22;28.2636261
QN;122;NA;NogGra-02;Nogopterium gracile;R-EMP-12;499819;4695784;246.28;42.41436184;2.997800145;T;O;1043.333333;0.115668569;658.3333333;0.038948894;478333.3333;0.043553801;1.585977976;0.14209306;20.96957143;0.15309265;6.435622449;0.141557657;2.256122449;0.308361951;106.8608052;0.245522046;2.055510861;0.129531986;0.1182;0.173429078;40;1;0;1;30;30.88426615;19.93652222;7.604618749;3.650349139;3.068936063;0.825870846;10.88167427;0.085890568;66.069668;16.517417;601.233976;2907.065378;1304.875936;7337.036595;2398.328936;4515.861785;99.104502;4733.891689;4565.414036;18.605402;388.1202155;-5.189512384;-27.05499777;13.76666641;554.5527954;623;21;28.49448395
QN;304;NA;NogGra-05;Nogopterium gracile;E-MTY-41;448241;4622050;835.35;41.74859;2.3774702;T;O;1157;0.115668569;613.3333333;0.038948894;484127.6404;0.043553801;1.899468005;0.14209306;20.96957143;0.15309265;6.435622449;0.141557657;2.256122449;0.308361951;106.8608052;0.245522046;1.590283401;0.129531986;0.1008;0.173429078;40;1;0;1;30;34.98947782;3.817578697;2.454171399;0.412711346;0.820890095;0.534941781;36.01267547;0.065910226;28.97362175;10.12886008;69.49064328;1621.993493;971.7821049;9100.808057;1756.659576;1300.085472;66.35465283;3865.247358;1238.709775;NA;NA;NA;NA;11.4375;569.8051147;859;49;21.30690193
QN;50;NA;OrtAno-01;Orthotrichum anomalum;R-CAD-03;373285;4679359;1047.13;42.25614694;1.463792868;T;O;2995.166667;0.173888327;853.3333333;0.102956164;1732083.333;0.374214884;3.610774782;0.086367404;13.02628866;0.237832512;7.375845361;0.161697593;2.460268041;0.197728439;74.5629495;0.236220897;1.921783011;0.047540451;0.1171;0.122504642;32;0;1;4;12;58.86518296;8.401467344;5.420990367;1.006711773;1.143990651;0.122025669;8.294694883;0.131177595;33.557059;14.134192;85.417969;1784.625416;1488.713168;8602.809699;1345.333006;3343.503344;134.228236;6665.652196;3834.656664;24.544761;437.578806;-12.97503235;-27.73787488;9.458333015;609.8764038;816;50;20.62586403
QN;108;NA;OrtAno-02;Orthotrichum anomalum;R-GAR-01;404979;4579201;287.9;41.35871008;1.863991598;T;O;2454.083333;0.173888327;740.9166667;0.102956164;1186618.174;0.374214884;3.322791873;0.086367404;13.02628866;0.237832512;7.375845361;0.161697593;2.460268041;0.197728439;74.5629495;0.236220897;1.751420455;0.047540451;0.1463;0.122504642;32;0;1;4;12;101.8210415;16.66427346;11.49019135;3.207581308;3.793161547;0.378733488;20.03791484;0.072833363;81.573367;32.04668;227.240093;6386.029271;1343.047214;33174.1402;1293.520528;9946.124057;131.100053;4463.228487;12107.81827;13.408914;296.8304806;-5.265953156;-25.96080738;14.21249962;559.8218994;657;26;27.44000244
QN;159;NA;OrtAno-03;Orthotrichum anomalum;R-SOL-04;377370;4665320;1296.32;42.13040174;1.516260204;T;O;2125.666667;0.173888327;701.5;0.102956164;807464.5216;0.374214884;3.036704849;0.086367404;13.02628866;0.237832512;7.375845361;0.161697593;2.460268041;0.197728439;74.5629495;0.236220897;1.874239351;0.047540451;0.1216;0.122504642;32;0;1;4;12;57.81566746;10.8478416;8.041392718;2.366442824;2.513111509;0.228464683;18.30538013;0.064872688;98.719307;11.282207;180.515305;2386.186685;1551.303401;24256.74408;1334.120924;6354.702839;98.719307;3866.976295;7460.359081;14.338922;350.540463;-4.765872438;-26.92124961;8.287500381;605.4867554;955;60;19.19163513
QN;65;NA;PolFor-02;Polytrichum formosum;T-MTY-21;453829;4625391;1390.34;41.77902292;2.444416915;T;O;8035.916667;NA;1345.5;NA;5162083.333;NA;6.022617518;NA;11.66889041;0.112911118;9.768027397;0.216509971;1.014561644;0.170403798;90.37965151;0.279613943;1.558659218;0.147722606;0.1244;0.092628941;100;0;0;3;14;29.63456035;4.961076004;4.688291765;0.674466526;0.920272105;0.260793723;3.830969869;0.173862482;65.947838;14.097536;122.902789;1558.767083;1253.008924;6804.617843;995.21283;2428.079495;125.900418;4601.360524;2706.858992;15.926175;441.88511;-6.307391457;-30.56729564;9.008333206;576.5643921;996;49;20.26036453
QN;323;NA;PolFor-06;Polytrichum formosum;T-RIP-17;454566;4687766;922.62;42.34082;2.4484447;T;O;9565;NA;1612.166667;NA;6463272.778;NA;5.987729631;NA;11.66889041;0.112911118;9.768027397;0.216509971;1.014561644;0.170403798;90.37965151;0.279613943;1.425;0.147722606;0.1492;0.092628941;100;0;0;3;14;24.95546889;0.937872078;1.376527417;0.196227995;0.926528845;0.07577665;1.801620284;0.052633442;33.58896311;9.813195672;120.0929297;1090.828357;1078.629827;3786.281516;1122.147681;730.4196568;105.2385567;7511.528871;679.6331755;NA;NA;NA;NA;10.22500038;556.7866211;893;52;18.55025673
QN;49;NA;PsePur-02;Pseudoscleropodium purum;T-EMP-01;499107;4630307;46.37;41.8246441;2.989246743;T;O;1653;0.136732692;960.1666667;0.15522483;1141583.333;0.252890932;1.764224706;0.037588801;47.74829032;0.199634251;3.947752688;0.133836985;1.532139785;0.288505226;146.9049737;0.204832407;4.128279883;0.101351796;0.0572;0.166065483;150;1;0;1;14;49.69404892;17.78130963;9.138467285;1.456280692;1.94884622;0.302881909;21.16196124;0.168267727;55.069438;41.325705;241.693644;2282.322261;1480.755998;10096.06362;856.635701;4940.952349;128.495355;2927.858451;6030.103455;15.626435;401.369235;-4.367586649;-27.53271448;14.83333302;552.4134521;624;23;28.08954048
QN;90;NA;PsePur-03;Pseudoscleropodium purum;T-MOI-04;433239;4630966;898.17;41.82776665;2.196046569;T;O;2075.5;0.136732692;1279.083333;0.15522483;1758882.95;0.252890932;1.649142894;0.037588801;47.74829032;0.199634251;3.947752688;0.133836985;1.532139785;0.288505226;146.9049737;0.204832407;4.219298246;0.101351796;0.0728;0.166065483;150;1;0;1;14;23.34998724;1.939253681;2.121165973;0.274584592;0.473658421;0.072078455;7.678071652;0.030890767;41.187689;6.864615;37.755381;1297.412197;576.627643;7008.771709;545.736876;1125.796827;199.073829;5162.190328;1153.255286;6.553545;408.6946289;-5.77122965;-32.97788291;11.21249962;595.8421021;813;45;22.19942474
QN;292;NA;PsePur-06;Pseudoscleropodium purum;T-CDB-01;340902;4592160;734.1;41.46527;1.0948463;T;O;1649;0.136732692;1023.583333;0.15522483;1185460.428;0.252890932;1.659896711;0.037588801;47.74829032;0.199634251;3.947752688;0.133836985;1.532139785;0.288505226;146.9049737;0.204832407;4.947769314;0.101351796;0.0537;0.166065483;150;1;0;1;14;17.48836083;1.153441804;1.639953991;0.135779151;0.30774917;0.030387489;4.891407296;0.028064111;44.49563733;4.924655809;21.45541242;1265.64137;612.7935258;6731.124248;468.3094874;781.6009524;165.0967066;4649.524297;823.5741049;NA;NA;NA;NA;12.42916679;631.4862061;599;22;26.72577667
QN;54;NA;RhyTri-01;Rhytidiadelphus triquetrus;T-CAD-06;373734;4674987;1261.22;42.21685826;1.470185542;T;O;3200.083333;0.027046507;1673.583333;0.050403547;3263833.333;0.059085804;1.996135932;0.049079571;54.00038462;0.161450903;4.031483516;0.144036756;2.143186813;0.193551008;170.7423654;0.204695104;1.670990566;0.108010994;0.0774;0.102292374;200;1;0;1;17.5;52.51943662;8.583032247;11.72421551;0.972475913;2.41541215;0.149170347;9.601406728;0.068847852;327.027298;12.556231;215.149538;2091.253512;880.678777;8548.608321;1075.747691;7667.929544;223.75552;3786.631874;7200.337881;13.702395;382.164199;-3.78173956;-31.07222923;8.716666222;613.0561523;840;53;20.18828964
QN;155;NA;RhyTri-02;Rhytidiadelphus triquetrus;T-SOL-03;372012;4653394;800.38;42.02217239;1.454063156;T;O;3318.75;0.027046507;1612.333333;0.050403547;3304687.951;0.059085804;2.175517697;0.049079571;54.00038462;0.161450903;4.031483516;0.144036756;2.143186813;0.193551008;170.7423654;0.204695104;1.567839196;0.108010994;0.0633;0.102292374;200;1;0;1;17.5;23.58964798;2.065331418;4.242837385;0.54107724;0.847907627;0.059386526;12.77800093;0.039591018;145.167064;9.897754;65.985029;1784.895043;834.710621;7330.936757;630.15703;2329.271535;89.07979;4345.11418;2118.119441;12.576928;402.9528328;-6.790151994;-31.74872228;11.26249981;611.5410156;744;40;25.62130165
QN;210;NA;RhyTri-03;Rhytidiadelphus triquetrus;R-GTX-30;452685;4676186;485.01;42.23643;2.4265577;T;O;3148.833333;0.027046507;1513.75;0.050403547;2961105.639;0.059085804;2.176514733;0.049079571;54.00038462;0.161450903;4.031483516;0.144036756;2.143186813;0.193551008;170.7423654;0.204695104;1.929056604;0.108010994;0.0737;0.102292374;200;1;0;1;17.5;16.68785847;1.477941559;4.118575674;2.66097276;0.427111551;0.044067065;12.59979077;0.020338645;142.370517;7.108357;47.456839;1172.861879;701.683263;9545.604195;650.83665;1274.555106;142.370517;3620.278864;627.10823;7.51;439;-7.807;-30.34;12.64166641;558.1211548;732;41;20.39019585
QN;17;NA;ScoCir-01;Scorpiurium circinatum;R-DSR-22;449798;4605782;174.48;41.60216663;2.397563819;T;O;924.25;0.058577155;353.75;0.151595272;202583.3333;0.146646062;2.64476643;0.109591169;19.33597143;0.216166062;4.951961905;0.14651167;1.286190476;0.25183895;75.23264452;0.266920811;2.165829146;0.113990698;0.0494;0.1530069;10;1;0;1;16;253.5609825;4.237796568;4.434474582;0.408721496;0.983390067;0.255066799;4.981485306;0.082973537;98.339007;8.803583;196.678013;2015.949637;949.586033;7280.159587;1318.357308;3620.104683;92.192819;3893.610045;3481.815455;12.449638;451.242476;-6.709973559;-29.04751525;14.47916698;561.5054932;727;33;24.5723877
QN;26;NA;ScoCir-02;Scorpiurium circinatum;R-MEN-01;592556;4416748;44;39.89575462;4.082649456;T;O;895.5;0.058577155;289.25;0.151595272;154208.2059;0.146646062;3.146309896;0.109591169;19.33597143;0.216166062;4.951961905;0.14651167;1.286190476;0.25183895;75.23264452;0.266920811;2.477495108;0.113990698;0.0652;0.1530069;10;1;0;1;16;39.50781913;8.146441993;8.737422718;2.942780943;2.906412899;0.336404413;6.300763729;0.112134804;100.012123;16.79343;230.330949;1836.586253;954.661171;5055.158201;694.023518;4912.716693;281.852346;9019.275064;5000.606134;6.952541;352.93839;-2.573993252;-28.71089286;16.72916603;517.3422241;558;4;50.9353447
QN;30;NA;ScoCir-03;Scorpiurium circinatum;R-MEN-05;582825;4425750;47;39.97785681;3.969984223;T;O;1002;0.058577155;392.9166667;0.151595272;200012.866;0.146646062;2.591187295;0.109591169;19.33597143;0.216166062;4.951961905;0.14651167;1.286190476;0.25183895;75.23264452;0.266920811;1.97943038;0.113990698;0.0654;0.1530069;10;1;0;1;16;35.53620728;5.57074057;4.488654272;0.548750316;0.69672793;0.101734609;2.783828851;0.157226214;43.160137;8.243507;117.148944;1495.190468;724.473732;8040.116993;758.385269;1988.44918;141.811879;4411.582599;2287.487273;127.277967;397.190259;-1.326189024;-29.69685786;16.49166679;528.3070679;603;5;49.33520508
QN;114;NA;SynRur-02;Syntrichia ruralis;R-GAR-03;403417;4575872;340.67;41.32854371;1.845850516;T;S;2913.583333;0.143664701;1271.583333;0.025779293;3432416.667;0.192249334;2.316920342;0.12300558;15.50288542;0.220236515;14.19232292;0.121979042;1.732760417;0.231058097;172.893586;0.246921006;3.26171875;0.390556683;0.0319;0.422166174;50;0;0;2;11;71.27356832;11.27489864;11.12365348;2.708144472;3.418711357;0.262538769;15.36137165;0.059927328;159.806207;14.268411;236.855628;3841.056332;1475.353732;17898.29518;1623.74521;11146.48294;562.175407;5918.537023;14254.14293;15.878477;320.0204888;-3.420943544;-27.46978722;14.32499981;558.722168;658;26;28.04815102
QN;297;NA;SynRur-02b;Syntrichia ruralis;R-CDB-04;339963;4592539;643.69;41.46849;1.0835076;T;S;2865.666667;0.143664701;1239.666667;0.025779293;3300538.157;0.192249334;2.317878292;0.12300558;15.50288542;0.220236515;14.19232292;0.121979042;1.732760417;0.231058097;172.893586;0.246921006;1.913522013;0.390556683;0.0809;0.422166174;50;0;0;2;11;32.86788862;5.999435421;5.843164423;1.734286459;1.761066991;0.069381017;13.50403652;0.036986965;57.25354035;10.50295573;98.00166945;7751.452371;1403.721847;40327.1444;1123.567633;4030.345083;188.6661448;4361.194095;5384.907584;NA;NA;NA;NA;12.53750038;630.9772949;584;21;27.32938194
QN;305;NA;SynRur-03;Syntrichia ruralis;R-RIP-11;432478;4690927;1212.45;42.36769;2.1799553;T;O;3672.5;0.143664701;1305.25;0.025779293;4621592.063;0.192249334;2.848868541;0.12300558;15.50288542;0.220236515;14.19232292;0.121979042;1.732760417;0.231058097;172.893586;0.246921006;1.601744186;0.390556683;0.0699;0.422166174;50;0;0;2;11;21.71140711;1.76659496;1.7277348;1.27427328;0.43446267;0.08942905;6.5780066;0.03594112;28.59024073;7.1852801;150.3458803;1525.806486;1014.858242;7081.375001;1769.025328;1082.21643;101.5554596;5200.627816;979.6442144;NA;NA;NA;NA;6.558333397;617.6047363;1085;63;18.0978775
QN;42;NA;TorSqu-02;Tortella squarrosa;T-ARG-23;450080;4601069;98.63;41.55973511;2.401339898;T;O;4224;0.14877271;1031.583333;0.099681457;2228666.667;0.213535664;4.105112557;0.080755894;8.591203883;0.13314385;9.078407767;0.130545717;1.329932039;0.217907938;61.15953259;0.177905784;1.466439135;0.074689004;0.0641;0.5031949;70;0;0;1;10.5;58.14322654;7.574157676;9.224003009;3.907834713;2.514050031;0.183316148;51.89301882;0.072744503;78.564063;16.276343;128.030326;2764.291122;1233.746775;21200.65802;1929.184225;6736.140998;151.308567;6963.103849;8997.040159;17.915119;379.247574;-3.001611555;-29.50265263;15.10416698;548.3630981;659;27;27.62613678
QN;129;NA;TorSqu-08;Tortella squarrosa;R-MNG-09;465433;4614079;229.78;41.67772774;2.584702283;T;S;4619.25;0.14877271;1189;0.099681457;2576012.57;0.213535664;3.907580391;0.080755894;8.591203883;0.13314385;9.078407767;0.130545717;1.329932039;0.217907938;61.15953259;0.177905784;1.391304348;0.074689004;0.153;0.5031949;70;0;0;1;10.5;22.78519137;5.427101723;5.181519298;0.574824797;0.9823297;0.167319894;5.559338413;0.04048062;186.21085;8.096124;191.608266;1530.167418;925.656833;7909.913053;698.965364;3716.120871;194.306974;3743.107951;4315.23404;9.809885;404.4247105;-7.016799453;-29.86466957;14.05416679;551.7388306;803;35;24.4326725
QN;171;NA;TorSqu-10;Tortella squarrosa;R-TAL-06;274075;4531206;583.83;40.90077526;0.317823816;T;O;3425;0.14877271;985.9166667;0.099681457;1663785.782;0.213535664;3.497677042;0.080755894;8.591203883;0.13314385;9.078407767;0.130545717;1.329932039;0.217907938;61.15953259;0.177905784;1.610217597;0.074689004;0.2034;0.5031949;70;0;0;1;10.5;18.2253477;4.025798875;4.128430261;0.794565567;1.205091111;0.086077936;8.05159775;0.033106899;82.767247;6.62138;72.835177;2900.164321;854.157985;12305.83423;758.147979;2979.620878;109.252766;2592.270164;3337.175383;13.415377;381.2975684;-7.258098823;-27.22845242;12.80000019;616.434021;538;18;31.42304802
QN;52;NA;TorTor-03;Tortella tortuosa;R-CAD-05;372808;4674357;1570.95;42.21103617;1.459108134;T;O;4978.166667;0.148645121;681.8333333;0.050636692;2433000;0.262485974;7.344017745;0.160665497;8.993317647;0.125146018;8.007047059;0.14249951;1.517270588;0.181187395;56.51706288;0.183712744;1.524487979;0.093645318;0.0781;0.164848571;40;0;0;1;13;57.75612704;13.73284531;8.486452548;1.18792013;1.603234108;0.342023276;8.526151678;0.12215117;51.914247;30.151096;244.30234;1948.311164;1676.524811;7811.567332;1010.800933;4226.430488;116.043612;4653.959583;5060.112224;26.950933;429.440574;-12.15484642;-27.94303527;7.529166698;614.8926392;936;58;18.2479744
QN;57;NA;TorTor-05;Tortella tortuosa;R-CAD-08;379849;4671644;2079.43;42.18772383;1.544940852;T;O;3719.25;0.148645121;666.5833333;0.050636692;1417822.197;0.262485974;5.683891079;0.160665497;8.993317647;0.125146018;8.007047059;0.14249951;1.517270588;0.181187395;56.51706288;0.183712744;1.309252218;0.093645318;0.0963;0.164848571;40;0;0;1;13;42.78801929;13.56023542;6.02265746;0.762088316;1.715470055;0.657185471;31.10369358;0.166610401;33.939156;17.974747;851.564272;2033.263968;1709.2993;9675.744773;1542.688899;2523.839038;145.012756;4350.382694;3042.182508;22.003608;434.703096;-6.732005416;-29.18296095;4.770833492;616.557373;1231;64;20.43569946
QN;201;NA;TorTor-06;Tortella tortuosa;R-GTX-28;461238;4667417;604.47;42.15792311;2.530798124;T;O;4718.916667;0.148645121;618.25;0.050636692;2168921.851;0.262485974;7.805274986;0.160665497;8.993317647;0.125146018;8.007047059;0.14249951;1.517270588;0.181187395;56.51706288;0.183712744;1.564527758;0.093645318;0.1091;0.164848571;40;0;0;1;13;15.40872728;1.289609197;7.593975897;0.367959146;1.626028988;0.035043728;15.25453488;0.178723014;150.688031;19.694575;63.078711;2726.402052;806.005748;10996.7219;280.349825;3304.623567;1324.652925;1857.317594;2677.340833;6.49;410;-8.828;-26.27;11.95833302;568.5701294;775;42;20.58535385
STOIKOS;NA;57;BraRiv-57;Brachythecium rivulare;STH10;454797;4634508;930.39;41.85934152;2.454250736;A;O;1608.390667;0.122508643;737.9606666;0.19893662;875964.9938;0.341546939;2.222603472;0.155842837;72.08616667;0.158070489;6.549740741;0.161035736;1.175574074;0.193305126;371.1453738;0.246654152;2.689772795;0.149535362;0.053503373;0.469424498;120;1;0;2;18;466.4023951;4.591447255;2.85713993;0.593274562;0.636141464;0.108220969;10.88710573;0.017908153;3.507223588;15.1358691;82.5947677;778.29261;410.685482;5464.574874;1941.730053;1835.69848;222.364244;5477.485785;452.694969;27.10234181;404.7046114;5.84;-35.33;10.36666679;574.1330566;881;48;19.90236092
STOIKOS;NA;58;BraRiv-58;Brachythecium rivulare;STH12;455114;4636699;1055.44;41.87909276;2.457903371;A;O;1608.390667;0.122508643;737.9606666;0.19893662;875964.9938;0.341546939;2.222603472;0.155842837;72.08616667;0.158070489;6.549740741;0.161035736;1.175574074;0.193305126;371.1453738;0.246654152;2.689772795;0.149535362;0.053503373;0.469424498;120;1;0;2;18;37.40324022;0.664517991;4.920184422;0.166245135;0.187348872;0.043536197;9.692829359;0.013849448;2.461029422;8.545395641;39.4995293;1440.691136;626.735008;4827.12754;1569.191281;329.511081;1058.763332;12058.80194;405.875187;18.95310389;416.4949501;-0.24;-36.02;10.15416622;577.9645386;892;49;19.91016388
STOIKOS;NA;79;BraRiv-79;Brachythecium rivulare;VIL09;448790;4629765;1351.36;41.81625792;2.38229144;A;O;1608.390667;0.122508643;737.9606666;0.19893662;875964.9938;0.341546939;2.222603472;0.155842837;72.08616667;0.158070489;6.549740741;0.161035736;1.175574074;0.193305126;371.1453738;0.246654152;2.689772795;0.149535362;0.053503373;0.469424498;120;1;0;2;18;22.75178065;1.207807235;2.044147891;0.505468302;0.21141291;0.305656096;7.626997883;0.036714855;1.701382893;3.290891729;16.07021429;1375.188192;630.131788;3813.492651;847.50689;235.124126;1504.695511;7838.966241;227.394027;14.97213633;431.7474326;-1.16;-30.35;7.845833302;590.0864868;1029;47;23.8030262
